Status,Implementation Type,full_name,module,entity_name,type,bases,source
,,sage.databases.knotinfo_db.khovanov_odd_integral_polynomial,sage.databases.knotinfo_db,khovanov_odd_integral_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_odd_mod2_polynomial,sage.databases.knotinfo_db,khovanov_odd_mod2_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_odd_rational_polynomial,sage.databases.knotinfo_db,khovanov_odd_rational_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_polynomial,sage.databases.knotinfo_db,khovanov_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_reduced_integral_polynomial,sage.databases.knotinfo_db,khovanov_reduced_integral_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_reduced_mod2_polynomial,sage.databases.knotinfo_db,khovanov_reduced_mod2_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_reduced_rational_polynomial,sage.databases.knotinfo_db,khovanov_reduced_rational_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.khovanov_unreduced_integral_polynomial,sage.databases.knotinfo_db,khovanov_unreduced_integral_polynomial,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.knots,sage.databases.knotinfo_db,knots,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L178
,,sage.databases.knotinfo_db.links,sage.databases.knotinfo_db,links,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L178
,,sage.databases.knotinfo_db.name,sage.databases.knotinfo_db,name,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.name_unoriented,sage.databases.knotinfo_db,name_unoriented,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.pd_notation,sage.databases.knotinfo_db,pd_notation,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.pd_notation_vector,sage.databases.knotinfo_db,pd_notation_vector,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.positive,sage.databases.knotinfo_db,positive,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.symmetry_type,sage.databases.knotinfo_db,symmetry_type,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.types,sage.databases.knotinfo_db,types,attribute,,
,,sage.databases.knotinfo_db.unoriented,sage.databases.knotinfo_db,unoriented,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.knotinfo_db.width,sage.databases.knotinfo_db,width,attribute,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/knotinfo_db.py#L68
,,sage.databases.odlyzko,sage.databases.odlyzko,odlyzko,module,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/odlyzko.py#L35
,,sage.databases.odlyzko.zeta_zeros,sage.databases.odlyzko,zeta_zeros,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/odlyzko.py#L35
Implemented,FULL,sage.databases.oeis,sage.databases.oeis,oeis,module,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/oeis.py#L1966
Implemented,FULL,sage.databases.oeis.FancyTuple,sage.databases.oeis,FancyTuple,class,tuple,https://github.com/sagemath/sage/blob/develop/src/sage/databases/oeis.py#L1966
Implemented,FULL,sage.databases.oeis.OEIS,sage.databases.oeis,OEIS,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/databases/oeis.py#L236
Implemented,FULL,sage.databases.oeis.OEISSequence,sage.databases.oeis,OEISSequence,class,"SageObject, UniqueRepresentation",https://github.com/sagemath/sage/blob/develop/src/sage/databases/oeis.py#L622
Implemented,FULL,sage.databases.oeis.to_tuple,sage.databases.oeis,to_tuple,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/oeis.py#L223
,,sage.databases.sloane,sage.databases.sloane,sloane,module,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sloane.py#L94
,,sage.databases.sloane.SloaneEncyclopediaClass,sage.databases.sloane,SloaneEncyclopediaClass,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sloane.py#L94
,,sage.databases.sloane.copy_gz_file,sage.databases.sloane,copy_gz_file,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sloane.py#L362
,,sage.databases.sql_db,sage.databases.sql_db,sql_db,module,,
,,sage.databases.sql_db.SQLDatabase,sage.databases.sql_db,SQLDatabase,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L898
,,sage.databases.sql_db.SQLQuery,sage.databases.sql_db,SQLQuery,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L405
,,sage.databases.sql_db.construct_skeleton,sage.databases.sql_db,construct_skeleton,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L221
,,sage.databases.sql_db.regexp,sage.databases.sql_db,regexp,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L102
,,sage.databases.sql_db.verify_column,sage.databases.sql_db,verify_column,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L152
,,sage.databases.sql_db.verify_operator,sage.databases.sql_db,verify_operator,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L184
,,sage.databases.sql_db.verify_type,sage.databases.sql_db,verify_type,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/sql_db.py#L130
,,sage.databases.stein_watkins,sage.databases.stein_watkins,stein_watkins,module,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/stein_watkins.py#L174
,,sage.databases.stein_watkins.SteinWatkinsAllData,sage.databases.stein_watkins,SteinWatkinsAllData,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/databases/stein_watkins.py#L174
,,sage.databases.stein_watkins.SteinWatkinsIsogenyClass,sage.databases.stein_watkins,SteinWatkinsIsogenyClass,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/databases/stein_watkins.py#L143
,,sage.databases.stein_watkins.SteinWatkinsPrimeData,sage.databases.stein_watkins,SteinWatkinsPrimeData,class,SteinWatkinsAllData,https://github.com/sagemath/sage/blob/develop/src/sage/databases/stein_watkins.py#L312
,,sage.databases.stein_watkins.ecdb_num_curves,sage.databases.stein_watkins,ecdb_num_curves,function,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/stein_watkins.py#L334
,,sage.databases.symbolic_data,sage.databases.symbolic_data,symbolic_data,module,,https://github.com/sagemath/sage/blob/develop/src/sage/databases/symbolic_data.py#L79
,,sage.databases.symbolic_data.SymbolicData,sage.databases.symbolic_data,SymbolicData,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/databases/symbolic_data.py#L79
,,sage.doctest,sage.doctest,doctest,module,,
,,sage.doctest.control,sage.doctest.control,control,module,,
,,sage.doctest.control.DocTestController,sage.doctest.control,DocTestController,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L402
,,sage.doctest.control.DocTestDefaults,sage.doctest.control,DocTestDefaults,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L66
,,sage.doctest.control.Logger,sage.doctest.control,Logger,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L349
,,sage.doctest.control.run_doctests,sage.doctest.control,run_doctests,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L1625
,,sage.doctest.control.skipdir,sage.doctest.control,skipdir,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L223
,,sage.doctest.control.skipfile,sage.doctest.control,skipfile,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/control.py#L241
,,sage.doctest.external,sage.doctest.external,external,module,,
,,sage.doctest.external.AvailableSoftware,sage.doctest.external,AvailableSoftware,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L410
,,sage.doctest.external.external_features,sage.doctest.external,external_features,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L365
,,sage.doctest.external.has_4ti2,sage.doctest.external,has_4ti2,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L351
,,sage.doctest.external.has_cplex,sage.doctest.external,has_cplex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L238
,,sage.doctest.external.has_dvipng,sage.doctest.external,has_dvipng,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L308
,,sage.doctest.external.has_ffmpeg,sage.doctest.external,has_ffmpeg,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L280
,,sage.doctest.external.has_graphviz,sage.doctest.external,has_graphviz,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L266
,,sage.doctest.external.has_gurobi,sage.doctest.external,has_gurobi,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L252
,,sage.doctest.external.has_imagemagick,sage.doctest.external,has_imagemagick,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L294
,,sage.doctest.external.has_internet,sage.doctest.external,has_internet,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L49
,,sage.doctest.external.has_latex,sage.doctest.external,has_latex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L66
,,sage.doctest.external.has_lualatex,sage.doctest.external,has_lualatex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L108
,,sage.doctest.external.has_macaulay2,sage.doctest.external,has_macaulay2,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L178
,,sage.doctest.external.has_magma,sage.doctest.external,has_magma,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L122
,,sage.doctest.external.has_maple,sage.doctest.external,has_maple,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L164
,,sage.doctest.external.has_mathematica,sage.doctest.external,has_mathematica,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L150
,,sage.doctest.external.has_matlab,sage.doctest.external,has_matlab,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L136
,,sage.doctest.external.has_octave,sage.doctest.external,has_octave,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L192
,,sage.doctest.external.has_pandoc,sage.doctest.external,has_pandoc,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L206
,,sage.doctest.external.has_pdf2svg,sage.doctest.external,has_pdf2svg,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L322
,,sage.doctest.external.has_pdflatex,sage.doctest.external,has_pdflatex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L94
,,sage.doctest.external.has_rubiks,sage.doctest.external,has_rubiks,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L336
,,sage.doctest.external.has_scilab,sage.doctest.external,has_scilab,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L220
,,sage.doctest.external.has_xelatex,sage.doctest.external,has_xelatex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/external.py#L80
,,sage.doctest.fixtures,sage.doctest.fixtures,fixtures,module,,
,,sage.doctest.fixtures.AttributeAccessTracerHelper,sage.doctest.fixtures,AttributeAccessTracerHelper,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/fixtures.py#L138
,,sage.doctest.fixtures.AttributeAccessTracerProxy,sage.doctest.fixtures,AttributeAccessTracerProxy,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/fixtures.py#L251
,,sage.doctest.fixtures.reproducible_repr,sage.doctest.fixtures,reproducible_repr,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/fixtures.py#L49
,,sage.doctest.fixtures.trace_method,sage.doctest.fixtures,trace_method,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/fixtures.py#L349
,,sage.doctest.forker,sage.doctest.forker,forker,module,,
,,sage.doctest.forker.DocTestDispatcher,sage.doctest.forker,DocTestDispatcher,class,SageObject,
,,sage.doctest.forker.DocTestTask,sage.doctest.forker,DocTestTask,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L2497
,,sage.doctest.forker.DocTestWorker,sage.doctest.forker,DocTestWorker,class,Process,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L2158
,,sage.doctest.forker.SageDocTestRunner,sage.doctest.forker,SageDocTestRunner,class,DocTestRunner,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L520
,,sage.doctest.forker.SageSpoofInOut,sage.doctest.forker,SageSpoofInOut,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L304
,,sage.doctest.forker.TestResults,sage.doctest.forker,TestResults,class,tuple,
,,sage.doctest.forker.attempted,sage.doctest.forker,attempted,attribute,,
,,sage.doctest.forker.dummy_handler,sage.doctest.forker,dummy_handler,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L1708
,,sage.doctest.forker.failed,sage.doctest.forker,failed,attribute,,
,,sage.doctest.forker.init_sage,sage.doctest.forker,init_sage,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L126
,,sage.doctest.forker.showwarning_with_traceback,sage.doctest.forker,showwarning_with_traceback,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/forker.py#L260
,,sage.doctest.parsing,sage.doctest.parsing,parsing,module,,
,,sage.doctest.parsing.OriginalSource,sage.doctest.parsing,OriginalSource,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L663
,,sage.doctest.parsing.SageDocTestParser,sage.doctest.parsing,SageDocTestParser,class,DocTestParser,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L746
,,sage.doctest.parsing.SageOutputChecker,sage.doctest.parsing,SageOutputChecker,class,OutputChecker,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L1169
,,sage.doctest.parsing.file_optional_tags,sage.doctest.parsing,file_optional_tags,attribute,,
,,sage.doctest.parsing.get_source,sage.doctest.parsing,get_source,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L620
,,sage.doctest.parsing.long,sage.doctest.parsing,long,attribute,,
,,sage.doctest.parsing.optional_only,sage.doctest.parsing,optional_only,attribute,,
,,sage.doctest.parsing.optional_tags,sage.doctest.parsing,optional_tags,attribute,,
,,sage.doctest.parsing.optionals,sage.doctest.parsing,optionals,attribute,,
,,sage.doctest.parsing.parse_file_optional_tags,sage.doctest.parsing,parse_file_optional_tags,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L242
,,sage.doctest.parsing.parse_optional_tags,sage.doctest.parsing,parse_optional_tags,function,,
,,sage.doctest.parsing.parse_tolerance,sage.doctest.parsing,parse_tolerance,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L547
,,sage.doctest.parsing.pre_hash,sage.doctest.parsing,pre_hash,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L607
,,sage.doctest.parsing.probed_tags,sage.doctest.parsing,probed_tags,attribute,,
,,sage.doctest.parsing.reduce_hex,sage.doctest.parsing,reduce_hex,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L641
,,sage.doctest.parsing.unparse_optional_tags,sage.doctest.parsing,unparse_optional_tags,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L332
,,sage.doctest.parsing.update_optional_tags,sage.doctest.parsing,update_optional_tags,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/parsing.py#L386
,,sage.doctest.reporting,sage.doctest.reporting,reporting,module,,
,,sage.doctest.reporting.DocTestReporter,sage.doctest.reporting,DocTestReporter,class,SageObject,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/reporting.py#L96
,,sage.doctest.reporting.signal_name,sage.doctest.reporting,signal_name,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/reporting.py#L54
,,sage.doctest.sources,sage.doctest.sources,sources,module,,
,,sage.doctest.sources.DictAsObject,sage.doctest.sources,DictAsObject,class,dict,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L1603
,,sage.doctest.sources.DocTestSource,sage.doctest.sources,DocTestSource,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L137
,,sage.doctest.sources.FileDocTestSource,sage.doctest.sources,FileDocTestSource,class,DocTestSource,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L514
,,sage.doctest.sources.PythonSource,sage.doctest.sources,PythonSource,class,SourceLanguage,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L948
,,sage.doctest.sources.RestSource,sage.doctest.sources,RestSource,class,SourceLanguage,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L1408
,,sage.doctest.sources.SourceLanguage,sage.doctest.sources,SourceLanguage,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L907
,,sage.doctest.sources.StringDocTestSource,sage.doctest.sources,StringDocTestSource,class,DocTestSource,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L392
,,sage.doctest.sources.TexSource,sage.doctest.sources,TexSource,class,SourceLanguage,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L1233
,,sage.doctest.sources.get_basename,sage.doctest.sources,get_basename,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/sources.py#L79
,,sage.doctest.sources.start_finish_can_overlap,sage.doctest.sources,start_finish_can_overlap,attribute,,
,,sage.doctest.test,sage.doctest.test,test,module,,
,,sage.doctest.util,sage.doctest.util,util,module,,
,,sage.doctest.util.NestedName,sage.doctest.util,NestedName,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L621
,,sage.doctest.util.RecordingDict,sage.doctest.util,RecordingDict,class,dict,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L434
,,sage.doctest.util.Timer,sage.doctest.util,Timer,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L99
,,sage.doctest.util.count_noun,sage.doctest.util,count_noun,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L32
,,sage.doctest.util.dict_difference,sage.doctest.util,dict_difference,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L67
,,sage.doctest.util.ensure_interruptible_after,sage.doctest.util,ensure_interruptible_after,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L756
,,sage.doctest.util.make_recording_dict,sage.doctest.util,make_recording_dict,function,,https://github.com/sagemath/sage/blob/develop/src/sage/doctest/util.py#L602
Implemented,FULL,sage.dynamics,sage.dynamics,dynamics,module,,
Implemented,FULL,sage.dynamics.arithmetic_dynamics.affine_ds,sage.dynamics.arithmetic_dynamics.affine_ds,affine_ds,module,,https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/affine_ds.py#L62
Implemented,FULL,sage.dynamics.arithmetic_dynamics.affine_ds.DynamicalSystem_affine,sage.dynamics.arithmetic_dynamics.affine_ds,DynamicalSystem_affine,class,"SchemeMorphism_polynomial_affine_space, DynamicalSystem",https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/affine_ds.py#L62
Implemented,FULL,sage.dynamics.arithmetic_dynamics.affine_ds.DynamicalSystem_affine_field,sage.dynamics.arithmetic_dynamics.affine_ds,DynamicalSystem_affine_field,class,"DynamicalSystem_affine, SchemeMorphism_polynomial_affine_space_field",https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/affine_ds.py#L888
Implemented,FULL,sage.dynamics.arithmetic_dynamics.affine_ds.DynamicalSystem_affine_finite_field,sage.dynamics.arithmetic_dynamics.affine_ds,DynamicalSystem_affine_finite_field,class,"DynamicalSystem_affine_field, SchemeMorphism_polynomial_affine_space_finite_field",https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/affine_ds.py#L990
Implemented,FULL,sage.dynamics.arithmetic_dynamics.berkovich_ds,sage.dynamics.arithmetic_dynamics.berkovich_ds,berkovich_ds,module,,https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/berkovich_ds.py#L47
Implemented,FULL,sage.dynamics.arithmetic_dynamics.berkovich_ds.DynamicalSystem_Berkovich,sage.dynamics.arithmetic_dynamics.berkovich_ds,DynamicalSystem_Berkovich,class,Element,https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/berkovich_ds.py#L47
Implemented,FULL,sage.dynamics.arithmetic_dynamics.berkovich_ds.DynamicalSystem_Berkovich_affine,sage.dynamics.arithmetic_dynamics.berkovich_ds,DynamicalSystem_Berkovich_affine,class,DynamicalSystem_Berkovich,https://github.com/sagemath/sage/blob/develop/src/sage/dynamics/arithmetic_dynamics/berkovich_ds.py#L965
