Status,full_name,module,entity_name,type,bases,source
,sage.matrix.benchmark.det_QQ,sage.matrix.benchmark,det_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L484
,sage.matrix.benchmark.det_ZZ,sage.matrix.benchmark,det_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L444
,sage.matrix.benchmark.det_hilbert_QQ,sage.matrix.benchmark,det_hilbert_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L1047
,sage.matrix.benchmark.echelon_QQ,sage.matrix.benchmark,echelon_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L919
,sage.matrix.benchmark.hilbert_matrix,sage.matrix.benchmark,hilbert_matrix,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L898
,sage.matrix.benchmark.inverse_QQ,sage.matrix.benchmark,inverse_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L960
,sage.matrix.benchmark.invert_hilbert_QQ,sage.matrix.benchmark,invert_hilbert_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L1084
,sage.matrix.benchmark.matrix_add_GF,sage.matrix.benchmark,matrix_add_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L690
,sage.matrix.benchmark.matrix_add_ZZ,sage.matrix.benchmark,matrix_add_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L373
,sage.matrix.benchmark.matrix_add_ZZ_2,sage.matrix.benchmark,matrix_add_ZZ_2,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L421
,sage.matrix.benchmark.matrix_multiply_GF,sage.matrix.benchmark,matrix_multiply_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L735
,sage.matrix.benchmark.matrix_multiply_QQ,sage.matrix.benchmark,matrix_multiply_QQ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L1000
,sage.matrix.benchmark.matrix_multiply_ZZ,sage.matrix.benchmark,matrix_multiply_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L327
,sage.matrix.benchmark.nullspace_GF,sage.matrix.benchmark,nullspace_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L612
,sage.matrix.benchmark.nullspace_RDF,sage.matrix.benchmark,nullspace_RDF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L1215
,sage.matrix.benchmark.nullspace_RR,sage.matrix.benchmark,nullspace_RR,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L1174
,sage.matrix.benchmark.nullspace_ZZ,sage.matrix.benchmark,nullspace_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L125
,sage.matrix.benchmark.rank2_GF,sage.matrix.benchmark,rank2_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L817
,sage.matrix.benchmark.rank2_ZZ,sage.matrix.benchmark,rank2_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L245
,sage.matrix.benchmark.rank_GF,sage.matrix.benchmark,rank_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L779
,sage.matrix.benchmark.rank_ZZ,sage.matrix.benchmark,rank_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L205
,sage.matrix.benchmark.report,sage.matrix.benchmark,report,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L36
,sage.matrix.benchmark.report_GF,sage.matrix.benchmark,report_GF,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L577
,sage.matrix.benchmark.report_ZZ,sage.matrix.benchmark,report_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L94
,sage.matrix.benchmark.smithform_ZZ,sage.matrix.benchmark,smithform_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L287
,sage.matrix.benchmark.vecmat_ZZ,sage.matrix.benchmark,vecmat_ZZ,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/benchmark.py#L525
,sage.matrix.berlekamp_massey,sage.matrix.berlekamp_massey,berlekamp_massey,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/berlekamp_massey.py#L26
,sage.matrix.berlekamp_massey.berlekamp_massey,sage.matrix.berlekamp_massey,berlekamp_massey,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/berlekamp_massey.py#L26
,sage.matrix.change_ring,sage.matrix.change_ring,change_ring,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/change_ring.pyx#L12
,sage.matrix.change_ring.integer_to_real_double_dense,sage.matrix.change_ring,integer_to_real_double_dense,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/change_ring.pyx#L12
,sage.matrix.compute_J_ideal,sage.matrix.compute_J_ideal,compute_J_ideal,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/compute_J_ideal.py#L272
,sage.matrix.compute_J_ideal.ComputeMinimalPolynomials,sage.matrix.compute_J_ideal,ComputeMinimalPolynomials,class,"B, SageObject",https://github.com/sagemath/sage/blob/develop/src/sage/matrix/compute_J_ideal.py#L272
,sage.matrix.compute_J_ideal.lifting,sage.matrix.compute_J_ideal,lifting,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/compute_J_ideal.py#L125
,sage.matrix.compute_J_ideal.p_part,sage.matrix.compute_J_ideal,p_part,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/compute_J_ideal.py#L233
,sage.matrix.constructor,sage.matrix.constructor,constructor,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/constructor.pyx#L21
,sage.matrix.constructor.Matrix,sage.matrix.constructor,Matrix,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/constructor.pyx#L21
,sage.matrix.constructor.matrix,sage.matrix.constructor,matrix,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/constructor.pyx#L21
,sage.matrix.constructor.options,sage.matrix.constructor,options,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/constructor.pyx#L837
,sage.matrix.docs,sage.matrix.docs,docs,module,,
,sage.matrix.echelon_matrix,sage.matrix.echelon_matrix,echelon_matrix,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/echelon_matrix.pyx#L16
,sage.matrix.echelon_matrix.reduced_echelon_matrix_iterator,sage.matrix.echelon_matrix,reduced_echelon_matrix_iterator,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/echelon_matrix.pyx#L16
,sage.matrix.matrix0,sage.matrix.matrix0,matrix0,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix0.pyx#L54
,sage.matrix.matrix0.Matrix,sage.matrix.matrix0,Matrix,class,Matrix,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix0.pyx#L54
,sage.matrix.matrix0.set_max_cols,sage.matrix.matrix0,set_max_cols,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix0.pyx#L6306
,sage.matrix.matrix0.set_max_rows,sage.matrix.matrix0,set_max_rows,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix0.pyx#L6288
,sage.matrix.matrix0.unpickle,sage.matrix.matrix0,unpickle,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix0.pyx#L6252
,sage.matrix.matrix1,sage.matrix.matrix1,matrix1,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix1.pyx#L369
,sage.matrix.matrix1.Matrix,sage.matrix.matrix1,Matrix,class,Matrix,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix1.pyx#L369
,sage.matrix.matrix2,sage.matrix.matrix2,matrix2,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix2.pyx#L121
,sage.matrix.matrix2.Matrix,sage.matrix.matrix2,Matrix,class,Matrix,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix2.pyx#L121
,sage.matrix.matrix2.decomp_seq,sage.matrix.matrix2,decomp_seq,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix2.pyx#L18830
,sage.matrix.matrix2.ideal_or_fractional,sage.matrix.matrix2,ideal_or_fractional,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix2.pyx#L112
,sage.matrix.matrix_complex_ball_dense,sage.matrix.matrix_complex_ball_dense,matrix_complex_ball_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_complex_ball_dense.pyx#L120
,sage.matrix.matrix_complex_ball_dense.Matrix_complex_ball_dense,sage.matrix.matrix_complex_ball_dense,Matrix_complex_ball_dense,class,Matrix_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_complex_ball_dense.pyx#L120
,sage.matrix.matrix_complex_double_dense,sage.matrix.matrix_complex_double_dense,matrix_complex_double_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_complex_double_dense.pyx#L48
,sage.matrix.matrix_complex_double_dense.Matrix_complex_double_dense,sage.matrix.matrix_complex_double_dense,Matrix_complex_double_dense,class,Matrix_double_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_complex_double_dense.pyx#L48
,sage.matrix.matrix_cyclo_dense,sage.matrix.matrix_cyclo_dense,matrix_cyclo_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_cyclo_dense.pyx#L89
,sage.matrix.matrix_cyclo_dense.Matrix_cyclo_dense,sage.matrix.matrix_cyclo_dense,Matrix_cyclo_dense,class,Matrix_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_cyclo_dense.pyx#L89
,sage.matrix.matrix_dense,sage.matrix.matrix_dense,matrix_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_dense.pyx#L369
,sage.matrix.matrix_dense.Matrix_dense,sage.matrix.matrix_dense,Matrix_dense,class,Matrix,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_dense.pyx#L369
,sage.matrix.matrix_double_dense,sage.matrix.matrix_double_dense,matrix_double_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_double_dense.pyx#L84
,sage.matrix.matrix_double_dense.Matrix_double_dense,sage.matrix.matrix_double_dense,Matrix_double_dense,class,Matrix_numpy_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_double_dense.pyx#L84
,sage.matrix.matrix_generic_dense,sage.matrix.matrix_generic_dense,matrix_generic_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_generic_dense.pyx#L17
,sage.matrix.matrix_generic_dense.Matrix_generic_dense,sage.matrix.matrix_generic_dense,Matrix_generic_dense,class,Matrix_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_generic_dense.pyx#L17
,sage.matrix.matrix_generic_sparse,sage.matrix.matrix_generic_sparse,matrix_generic_sparse,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_generic_sparse.pyx#L62
,sage.matrix.matrix_generic_sparse.Matrix_generic_sparse,sage.matrix.matrix_generic_sparse,Matrix_generic_sparse,class,Matrix_sparse,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_generic_sparse.pyx#L62
,sage.matrix.matrix_generic_sparse.Matrix_sparse_from_rows,sage.matrix.matrix_generic_sparse,Matrix_sparse_from_rows,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_generic_sparse.pyx#L423
,sage.matrix.matrix_gf2e_dense,sage.matrix.matrix_gf2e_dense,matrix_gf2e_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_gf2e_dense.pyx#L109
,sage.matrix.matrix_gf2e_dense.M4RIE_finite_field,sage.matrix.matrix_gf2e_dense,M4RIE_finite_field,class,object,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_gf2e_dense.pyx#L109
,sage.matrix.matrix_gf2e_dense.Matrix_gf2e_dense,sage.matrix.matrix_gf2e_dense,Matrix_gf2e_dense,class,Matrix_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_gf2e_dense.pyx#L133
,sage.matrix.matrix_gf2e_dense.unpickle_matrix_gf2e_dense_v0,sage.matrix.matrix_gf2e_dense,unpickle_matrix_gf2e_dense_v0,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_gf2e_dense.pyx#L1545
,sage.matrix.matrix_integer_dense,sage.matrix.matrix_integer_dense,matrix_integer_dense,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense.pyx#L172
,sage.matrix.matrix_integer_dense.Matrix_integer_dense,sage.matrix.matrix_integer_dense,Matrix_integer_dense,class,Matrix_dense,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense.pyx#L172
,sage.matrix.matrix_integer_dense_hnf,sage.matrix.matrix_integer_dense_hnf,matrix_integer_dense_hnf,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L407
,sage.matrix.matrix_integer_dense_hnf.add_column,sage.matrix.matrix_integer_dense_hnf,add_column,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L407
,sage.matrix.matrix_integer_dense_hnf.add_column_fallback,sage.matrix.matrix_integer_dense_hnf,add_column_fallback,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L283
,sage.matrix.matrix_integer_dense_hnf.add_row,sage.matrix.matrix_integer_dense_hnf,add_row,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L457
,sage.matrix.matrix_integer_dense_hnf.benchmark_hnf,sage.matrix.matrix_integer_dense_hnf,benchmark_hnf,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1163
,sage.matrix.matrix_integer_dense_hnf.benchmark_magma_hnf,sage.matrix.matrix_integer_dense_hnf,benchmark_magma_hnf,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1183
,sage.matrix.matrix_integer_dense_hnf.det_from_modp_and_divisor,sage.matrix.matrix_integer_dense_hnf,det_from_modp_and_divisor,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L46
,sage.matrix.matrix_integer_dense_hnf.det_given_divisor,sage.matrix.matrix_integer_dense_hnf,det_given_divisor,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L92
,sage.matrix.matrix_integer_dense_hnf.det_padic,sage.matrix.matrix_integer_dense_hnf,det_padic,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L191
,sage.matrix.matrix_integer_dense_hnf.double_det,sage.matrix.matrix_integer_dense_hnf,double_det,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L227
,sage.matrix.matrix_integer_dense_hnf.extract_ones_data,sage.matrix.matrix_integer_dense_hnf,extract_ones_data,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L748
,sage.matrix.matrix_integer_dense_hnf.hnf,sage.matrix.matrix_integer_dense_hnf,hnf,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1022
,sage.matrix.matrix_integer_dense_hnf.hnf_square,sage.matrix.matrix_integer_dense_hnf,hnf_square,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L530
,sage.matrix.matrix_integer_dense_hnf.hnf_with_transformation,sage.matrix.matrix_integer_dense_hnf,hnf_with_transformation,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1098
,sage.matrix.matrix_integer_dense_hnf.hnf_with_transformation_tests,sage.matrix.matrix_integer_dense_hnf,hnf_with_transformation_tests,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1138
,sage.matrix.matrix_integer_dense_hnf.interleave_matrices,sage.matrix.matrix_integer_dense_hnf,interleave_matrices,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L624
,sage.matrix.matrix_integer_dense_hnf.is_in_hnf_form,sage.matrix.matrix_integer_dense_hnf,is_in_hnf_form,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L809
,sage.matrix.matrix_integer_dense_hnf.max_det_prime,sage.matrix.matrix_integer_dense_hnf,max_det_prime,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L20
,sage.matrix.matrix_integer_dense_hnf.ones,sage.matrix.matrix_integer_dense_hnf,ones,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L706
,sage.matrix.matrix_integer_dense_hnf.pad_zeros,sage.matrix.matrix_integer_dense_hnf,pad_zeros,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L990
,sage.matrix.matrix_integer_dense_hnf.pivots_of_hnf_matrix,sage.matrix.matrix_integer_dense_hnf,pivots_of_hnf_matrix,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L496
,sage.matrix.matrix_integer_dense_hnf.probable_hnf,sage.matrix.matrix_integer_dense_hnf,probable_hnf,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L854
,sage.matrix.matrix_integer_dense_hnf.probable_pivot_columns,sage.matrix.matrix_integer_dense_hnf,probable_pivot_columns,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L683
,sage.matrix.matrix_integer_dense_hnf.probable_pivot_rows,sage.matrix.matrix_integer_dense_hnf,probable_pivot_rows,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L657
,sage.matrix.matrix_integer_dense_hnf.sanity_checks,sage.matrix.matrix_integer_dense_hnf,sanity_checks,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L1202
,sage.matrix.matrix_integer_dense_hnf.solve_system_with_difficult_last_row,sage.matrix.matrix_integer_dense_hnf,solve_system_with_difficult_last_row,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_hnf.py#L323
,sage.matrix.matrix_integer_dense_saturation,sage.matrix.matrix_integer_dense_saturation,matrix_integer_dense_saturation,module,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_saturation.py#L289
,sage.matrix.matrix_integer_dense_saturation.index_in_saturation,sage.matrix.matrix_integer_dense_saturation,index_in_saturation,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_saturation.py#L289
,sage.matrix.matrix_integer_dense_saturation.p_saturation,sage.matrix.matrix_integer_dense_saturation,p_saturation,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_saturation.py#L16
,sage.matrix.matrix_integer_dense_saturation.random_sublist_of_size,sage.matrix.matrix_integer_dense_saturation,random_sublist_of_size,function,,https://github.com/sagemath/sage/blob/develop/src/sage/matrix/matrix_integer_dense_saturation.py#L72
